2025-11-08 16:17:58 | TOKEN:  | TYPE: CASH_OUT_FAIL | AMT: 50 | EXT_ID:  | DETAILS: Swap failed at Step 1: API Call failed after 3 attempts to: http://localhost/SaccusSalis/backend/transactions/ewallet_cashout.php
2025-11-08 16:18:01 | TOKEN:  | TYPE: CASH_OUT_FAIL | AMT: 50 | EXT_ID:  | DETAILS: Swap failed at Step 1: API Call failed after 3 attempts to: http://localhost/SaccusSalis/backend/transactions/ewallet_cashout.php
2025-11-08 16:18:04 | TOKEN:  | TYPE: CASH_OUT_FAIL | AMT: 50 | EXT_ID:  | DETAILS: Swap failed at Step 1: API Call failed after 3 attempts to: http://localhost/SaccusSalis/backend/transactions/ewallet_cashout.php
2025-11-08 16:30:43 | TOKEN:  | TYPE: CASH_OUT_FAIL | AMT: 50 | EXT_ID:  | DETAILS: Swap failed at Step 1: Step 1 (Cashout) failed: Invalid token
2025-11-09 06:23:41 | TOKEN:  | TYPE: CASH_OUT_FAIL | AMT: 50 | EXT_ID:  | DETAILS: Swap failed at Step 1: Step 1 (Cashout) failed: Invalid token
2025-11-09 06:35:12 | TOKEN:  | TYPE: TOKEN_MISSING | AMT:  | EXT_ID:  | DETAILS: No token provided in request
2025-11-09 06:40:24 | TOKEN:  | TYPE: TOKEN_MISSING | AMT:  | EXT_ID:  | DETAILS: No token provided in request
2025-11-09 06:43:59 | TOKEN:  | TYPE: TOKEN_MISSING | AMT:  | EXT_ID:  | DETAILS: No token provided in request
2025-11-09 06:53:19 | TOKEN:  | TYPE: TOKEN_MISSING | AMT:  | EXT_ID:  | DETAILS: No token provided in request
2025-11-09 06:55:22 | TOKEN: +26770000001 | TYPE: CASH_OUT_FAIL | AMT: 50 | EXT_ID:  | DETAILS: Swap failed at Step 1: Step 1 (Cashout) failed: Invalid token
2025-11-09 06:55:22 | TOKEN: +26770000001 | TYPE: SWAP_FAIL | AMT: 50 | EXT_ID:  | DETAILS: Step 1 (Cashout) failed: Invalid token
2025-11-09 07:04:28 | TOKEN: +26770000001 | TYPE: SWAP_FAIL | AMT: 50 | EXT_ID: N/A | DETAILS: Unable to auto-map preatm_to_preatm: check from/to participants
2025-11-09 08:16:55 | TOKEN: +26770000001 | TYPE: CASH_OUT_FAIL | AMT: 50 | EXT_ID:  | DETAILS: Swap failed at Step 1: Step 1 (Cashout) failed: Invalid token
2025-11-09 08:29:10 | TOKEN: +26770000001 | TYPE: CASH_OUT_FAIL | AMT: 50 | EXT_ID:  | DETAILS: Swap failed at Step 1: Step 1 (Cashout) failed: Invalid token
2025-11-09 08:49:06 | TOKEN: +26770000001 | TYPE: CASH_OUT_FAIL | AMT: 50 | EXT_ID:  | DETAILS: Step 1 failed: PIN and recipient phone required
2025-11-09 09:00:32 | TOKEN: +26770000001 | TYPE: CASH_OUT_FAIL | AMT: 50 | EXT_ID:  | DETAILS: Step 1 failed: PIN and recipient phone required
2025-11-09 09:04:05 | TOKEN: +26770000001 | TYPE: CASH_OUT_FAIL | AMT: 50 | EXT_ID:  | DETAILS: Step 1 failed: Invalid PIN or phone number
2025-11-09 09:05:56 | TOKEN: +26770000001 | TYPE: CASH_OUT_FAIL | AMT: 50 | EXT_ID:  | DETAILS: Step 1 failed: Invalid PIN or phone number
2025-11-09 09:10:34 | TOKEN: +26770000001 | TYPE: CASH_OUT_FAIL | AMT: 50 | EXT_ID:  | DETAILS: Step 1 failed: Invalid PIN or phone number
2025-11-10 22:40:04 | TOKEN: +26770000000 | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: Step 1 failed: Invalid PIN or phone number
2025-11-10 23:47:01 | TOKEN: +26770000000 | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: Step 1 failed: Invalid PIN or phone number
2025-11-10 23:50:00 | TOKEN: +26770000000 | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: Step 1 failed: Invalid PIN or phone number
2025-11-11 00:55:59 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: Step 1 failed: PIN expired
2025-11-11 00:57:17 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: Step 1 failed: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'redeemed_at' in 'field list'
2025-11-11 01:00:40 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: Step 1 failed: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'redeemed_by' in 'field list'
2025-11-11 01:02:33 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: Step 1 failed: SQLSTATE[22007]: Invalid datetime format: 1366 Incorrect integer value: 'API_USER' for column `saccussalis`.`transactions`.`user_id` at row 1
2025-11-11 01:05:32 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: Step 1 failed: SQLSTATE[22007]: Invalid datetime format: 1366 Incorrect integer value: 'API_USER' for column `saccussalis`.`transactions`.`user_id` at row 1
2025-11-11 01:06:25 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: Step 1 failed: SQLSTATE[22007]: Invalid datetime format: 1366 Incorrect integer value: 'API_USER' for column `saccussalis`.`transactions`.`user_id` at row 1
2025-11-11 01:10:10 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: Step 1 failed: SQLSTATE[22007]: Invalid datetime format: 1366 Incorrect integer value: 'API_USER' for column `saccussalis`.`transactions`.`user_id` at row 1
2025-11-11 01:16:42 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: Step 1 failed: SQLSTATE[22007]: Invalid datetime format: 1366 Incorrect integer value: 'API_USER' for column `saccussalis`.`transactions`.`user_id` at row 1
2025-11-11 01:25:03 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: Step 1 failed: Invalid response
2025-11-11 01:27:56 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: Step 1 failed: Invalid response
2025-11-11 01:29:27 | TOKEN: +26770000000 | TYPE: CASH_OUT_FAIL | AMT: 50 | EXT_ID:  | DETAILS: Step 1 failed: Invalid response
2025-11-11 01:30:44 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: API Call failed to http://localhost/SaccusSalisbank/backend/transactions/ewallet_cashout.php — see swap_api_debug.log
2025-11-11 01:41:14 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: API Call failed to http://localhost/SaccusSalisbank/backend/transactions/ewallet_cashout.php — see swap_api_debug.log
2025-11-11 01:48:22 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: Step 1 failed: PIN already redeemed
2025-11-11 01:49:02 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: Step 1 failed: SQLSTATE[01000]: Warning: 1265 Data truncated for column 'type' at row 1
2025-11-11 01:53:35 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: API Call failed to http://localhost/SaccusSalisbank/backend/transactions/ewallet_cashout.php — see swap_api_debug.log
2025-11-11 01:54:31 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: API Call failed to http://localhost/SaccusSalisbank/backend/transactions/ewallet_cashout.php — see swap_api_debug.log
2025-11-11 01:58:44 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_SUCCESS | AMT: 1000 | EXT_ID:  | DETAILS: ewallet -> Escrow
2025-11-11 02:02:51 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: Step 1 failed: PIN already redeemed
2025-11-11 02:03:28 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_SUCCESS | AMT: 1000 | EXT_ID:  | DETAILS: ewallet -> Escrow
2025-11-11 02:52:22 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: Step 1 failed: PIN already redeemed
2025-11-11 02:52:56 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_SUCCESS | AMT: 1000 | EXT_ID:  | DETAILS: ewallet -> Escrow
2025-11-11 02:58:10 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_SUCCESS | AMT: 1000 | EXT_ID:  | DETAILS: ewallet -> Escrow
2025-11-11 03:04:53 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_SUCCESS | AMT: 1000 | EXT_ID:  | DETAILS: ewallet -> Escrow
2025-11-11 03:14:41 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_SUCCESS | AMT: 1000 | EXT_ID:  | DETAILS: ewallet -> Escrow
2025-11-11 03:24:36 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_SUCCESS | AMT: 1000 | EXT_ID:  | DETAILS: ewallet -> Escrow
2025-11-11 03:24:38 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: Step 1 failed: PIN already redeemed
2025-11-11 06:58:29 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_SUCCESS | AMT: 1000 | EXT_ID:  | DETAILS: ewallet -> Escrow
2025-11-11 07:04:12 | TOKEN: +26770000000 | TYPE: CASH_OUT_SUCCESS | AMT: 1000 | EXT_ID:  | DETAILS: ewallet -> Escrow
2025-11-11 07:18:37 | TOKEN: NO_TOKEN | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: Step 1 failed: Insufficient wallet balance for cashout
2025-11-11 07:20:18 | TOKEN: +26770000000 | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: Step 1 failed: Insufficient wallet balance for cashout
2025-11-11 07:21:02 | TOKEN: +26770000000 | TYPE: CASH_OUT_SUCCESS | AMT: 1000 | EXT_ID:  | DETAILS: ewallet -> Escrow
2025-11-11 07:25:33 | TOKEN: +26770000000 | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: Step 1 failed: Invalid PIN or phone number
2025-11-11 07:37:59 | TOKEN: +26770000000 | TYPE: CASH_OUT_FAIL | AMT: 1000 | EXT_ID:  | DETAILS: Step 1 failed: Invalid PIN or phone number
[2025-12-30 12:28:03] ERROR in SWAP_RESOLVER::SWAP_STATUS_NOT_FOUND: Swap Status Resolver log message | Details: {"participant":"saccussalis","identifier":"253353"}
[2025-12-30 16:44:57] ERROR in updateSwapLedgerStatus: Database error updating ledger status. | Details: {"error":"SQLSTATE[22P02]: Invalid text representation: 7 ERROR:  invalid input value for enum swap_status: \"failed_step1_api\"\nCONTEXT:  unnamed portal parameter $1 = '...'","ref":"swap_6953f3799cf9c1.40135410","status":"failed_step1_api"}
[2025-12-30 16:46:12] ERROR in SWAP_RESOLVER::SWAP_STATUS_NOT_FOUND: Swap Status Resolver log message | Details: {"participant":"saccussalis","identifier":"253353"}
[2025-12-30 16:46:12] ERROR in recordSwapLedger: Database error recording initial ledger entry. | Details: {"sql_error":"SQLSTATE[42703]: Undefined column: 7 ERROR:  column \"from_participant\" of relation \"swap_ledgers\" does not exist\nLINE 2:             swap_reference, from_participant, to_participant...\n                                    ^","from":"saccussalis","to":"zurubank","amount":100,"ref":"swap_6953f3c428ded0.52586492"}
[2025-12-30 16:46:12] ERROR in updateSwapLedgerStatus: Database error updating ledger status. | Details: {"error":"SQLSTATE[22P02]: Invalid text representation: 7 ERROR:  invalid input value for enum swap_status: \"failed_step1_api\"\nCONTEXT:  unnamed portal parameter $1 = '...'","ref":"swap_6953f3c428ded0.52586492","status":"failed_step1_api"}
[2025-12-30 16:48:13] ERROR in SWAP_RESOLVER::SWAP_STATUS_NOT_FOUND: Swap Status Resolver log message | Details: {"participant":"saccussalis","identifier":"253353"}
[2025-12-30 16:48:13] ERROR in recordSwapLedger: Database error recording initial ledger entry. | Details: {"sql_error":"SQLSTATE[42703]: Undefined column: 7 ERROR:  column \"from_participant\" of relation \"swap_ledgers\" does not exist\nLINE 2:             swap_reference, from_participant, to_participant...\n                                    ^","from":"saccussalis","to":"zurubank","amount":100,"ref":"swap_6953f43d8a28c4.79789996"}
[2025-12-30 16:48:13] ERROR in updateSwapLedgerStatus: Database error updating ledger status. | Details: {"error":"SQLSTATE[22P02]: Invalid text representation: 7 ERROR:  invalid input value for enum swap_status: \"failed_step1_missing_reference\"\nCONTEXT:  unnamed portal parameter $1 = '...'","ref":"swap_6953f43d8a28c4.79789996","status":"failed_step1_missing_reference"}
[2025-12-30 16:51:00] ERROR in SWAP_RESOLVER::SWAP_STATUS_NOT_FOUND: Swap Status Resolver log message | Details: {"participant":"saccussalis","identifier":"253353"}
[2025-12-30 16:51:00] ERROR in recordSwapLedger: Database error recording initial ledger entry. | Details: {"sql_error":"SQLSTATE[42703]: Undefined column: 7 ERROR:  column \"from_participant\" of relation \"swap_ledgers\" does not exist\nLINE 2:             swap_reference, from_participant, to_participant...\n                                    ^","from":"saccussalis","to":"zurubank","amount":100,"ref":"swap_6953f4e4483677.93840288"}
[2025-12-30 16:51:00] ERROR in updateSwapLedgerStatus: Database error updating ledger status. | Details: {"error":"SQLSTATE[22P02]: Invalid text representation: 7 ERROR:  invalid input value for enum swap_status: \"failed_step1_missing_reference\"\nCONTEXT:  unnamed portal parameter $1 = '...'","ref":"swap_6953f4e4483677.93840288","status":"failed_step1_missing_reference"}
[2025-12-30 16:58:05] ERROR in SWAP_RESOLVER::SWAP_STATUS_NOT_FOUND: Swap Status Resolver log message | Details: {"participant":"saccussalis","identifier":"253353"}
[2025-12-30 16:58:05] ERROR in recordSwapLedger: Database error recording initial ledger entry. | Details: {"sql_error":"SQLSTATE[42703]: Undefined column: 7 ERROR:  column \"from_participant\" of relation \"swap_ledgers\" does not exist\nLINE 2:             swap_reference, from_participant, to_participant...\n                                    ^","from":"saccussalis","to":"zurubank","amount":100,"ref":"swap_6953f68dc8b9b0.56247723"}
[2025-12-30 16:58:05] ERROR in updateSwapLedgerStatus: Database error updating ledger status. | Details: {"error":"SQLSTATE[22P02]: Invalid text representation: 7 ERROR:  invalid input value for enum swap_status: \"failed_step1_missing_reference\"\nCONTEXT:  unnamed portal parameter $1 = '...'","ref":"swap_6953f68dc8b9b0.56247723","status":"failed_step1_missing_reference"}
[2025-12-30 17:00:35] ERROR in SWAP_RESOLVER::SWAP_STATUS_NOT_FOUND: Swap Status Resolver log message | Details: {"participant":"saccussalis","identifier":"253353"}
[2025-12-30 17:00:35] ERROR in recordSwapLedger: Database error recording initial ledger entry. | Details: {"sql_error":"SQLSTATE[42703]: Undefined column: 7 ERROR:  column \"from_participant\" of relation \"swap_ledgers\" does not exist\nLINE 2:             swap_reference, from_participant, to_participant...\n                                    ^","from":"saccussalis","to":"zurubank","amount":100,"ref":"swap_6953f7237881e9.87844207"}
[2025-12-30 17:00:35] ERROR in updateSwapLedgerStatus: Database error updating ledger status. | Details: {"error":"SQLSTATE[22P02]: Invalid text representation: 7 ERROR:  invalid input value for enum swap_status: \"failed_step2\"\nCONTEXT:  unnamed portal parameter $1 = '...'","ref":"swap_6953f7237881e9.87844207","status":"failed_step2"}
[2025-12-30 17:00:35] ERROR in updateSwapLedgerStatus: Database error updating ledger status. | Details: {"error":"SQLSTATE[22P02]: Invalid text representation: 7 ERROR:  invalid input value for enum swap_status: \"reversed_failed_api\"\nCONTEXT:  unnamed portal parameter $1 = '...'","ref":"swap_6953f7237881e9.87844207","status":"reversed_failed_api"}
[2025-12-30 19:14:25] ERROR in SWAP_RESOLVER::SWAP_STATUS_NOT_FOUND: Swap Status Resolver log message | Details: {"participant":"saccussalis","identifier":"253353"}
[2025-12-30 19:14:25] ERROR in recordSwapLedger: Database error recording initial ledger entry. | Details: {"sql_error":"SQLSTATE[42703]: Undefined column: 7 ERROR:  column \"from_participant\" of relation \"swap_ledgers\" does not exist\nLINE 2:             swap_reference, from_participant, to_participant...\n                                    ^","from":"saccussalis","to":"zurubank","amount":100,"ref":"swap_69541681eae616.70807282"}
[2025-12-30 19:14:25] ERROR in updateSwapLedgerStatus: Database error updating ledger status. | Details: {"error":"SQLSTATE[22P02]: Invalid text representation: 7 ERROR:  invalid input value for enum swap_status: \"failed_step1_api\"\nCONTEXT:  unnamed portal parameter $1 = '...'","ref":"swap_69541681eae616.70807282","status":"failed_step1_api"}
[2025-12-30 19:15:36] ERROR in SWAP_RESOLVER::SWAP_STATUS_NOT_FOUND: Swap Status Resolver log message | Details: {"participant":"saccussalis","identifier":"253353"}
[2025-12-30 19:15:36] ERROR in recordSwapLedger: Database error recording initial ledger entry. | Details: {"sql_error":"SQLSTATE[42703]: Undefined column: 7 ERROR:  column \"from_participant\" of relation \"swap_ledgers\" does not exist\nLINE 2:             swap_reference, from_participant, to_participant...\n                                    ^","from":"saccussalis","to":"zurubank","amount":100,"ref":"swap_695416c8734697.81001080"}
[2025-12-30 19:15:36] ERROR in updateSwapLedgerStatus: Database error updating ledger status. | Details: {"error":"SQLSTATE[22P02]: Invalid text representation: 7 ERROR:  invalid input value for enum swap_status: \"failed_step2\"\nCONTEXT:  unnamed portal parameter $1 = '...'","ref":"swap_695416c8734697.81001080","status":"failed_step2"}
[2025-12-30 19:15:36] ERROR in updateSwapLedgerStatus: Database error updating ledger status. | Details: {"error":"SQLSTATE[22P02]: Invalid text representation: 7 ERROR:  invalid input value for enum swap_status: \"reversed_failed_api\"\nCONTEXT:  unnamed portal parameter $1 = '...'","ref":"swap_695416c8734697.81001080","status":"reversed_failed_api"}
[2025-12-30 19:23:33] ERROR in SWAP_RESOLVER::SWAP_STATUS_NOT_FOUND: Swap Status Resolver log message | Details: {"participant":"saccussalis","identifier":"253353"}
[2025-12-30 19:23:33] ERROR in recordSwapLedger: Database error recording initial ledger entry. | Details: {"sql_error":"SQLSTATE[42703]: Undefined column: 7 ERROR:  column \"from_participant\" of relation \"swap_ledgers\" does not exist\nLINE 2:             swap_reference, from_participant, to_participant...\n                                    ^","from":"saccussalis","to":"zurubank","amount":100,"ref":"swap_695418a53ef6b6.53379164"}
[2025-12-30 19:23:33] ERROR in updateSwapLedgerFees: Database error updating ledger fees. | Details: {"error":"SQLSTATE[42703]: Undefined column: 7 ERROR:  column \"final_amount\" of relation \"swap_ledgers\" does not exist\nLINE 1: UPDATE swap_ledgers SET final_amount=$1, swap_fee=$2, creati...\n                                ^","ref":"swap_695418a53ef6b6.53379164"}
[2025-12-30 19:34:09] ERROR in recordSwapLedger: Database error recording initial ledger entry. | Details: {"sql_error":"SQLSTATE[42703]: Undefined column: 7 ERROR:  column \"from_participant\" of relation \"swap_ledgers\" does not exist\nLINE 2:             swap_reference, from_participant, to_participant...\n                                    ^","from":"zurubank","to":"saccussalis","amount":100,"ref":"swap_69541b216d3e66.76508079"}
[2025-12-30 19:34:09] ERROR in updateSwapLedgerStatus: Database error updating ledger status. | Details: {"error":"SQLSTATE[22P02]: Invalid text representation: 7 ERROR:  invalid input value for enum swap_status: \"failed_step2\"\nCONTEXT:  unnamed portal parameter $1 = '...'","ref":"swap_69541b216d3e66.76508079","status":"failed_step2"}
[2025-12-30 19:50:18] ERROR in SWAP_RESOLVER::SWAP_STATUS_NOT_FOUND: Swap Status Resolver log message | Details: {"participant":"zurubank","identifier":"653700292"}
[2025-12-30 19:50:18] ERROR in recordSwapLedger: Database error recording initial ledger entry. | Details: {"sql_error":"SQLSTATE[42703]: Undefined column: 7 ERROR:  column \"from_participant\" of relation \"swap_ledgers\" does not exist\nLINE 2:             swap_reference, from_participant, to_participant...\n                                    ^","from":"zurubank","to":"saccussalis","amount":100,"ref":"swap_69541eeadedb25.47965831"}
[2025-12-30 19:50:18] ERROR in updateSwapLedgerStatus: Database error updating ledger status. | Details: {"error":"SQLSTATE[22P02]: Invalid text representation: 7 ERROR:  invalid input value for enum swap_status: \"failed_step1_system\"\nCONTEXT:  unnamed portal parameter $1 = '...'","ref":"swap_69541eeadedb25.47965831","status":"failed_step1_system"}
[2025-12-30 19:56:33] ERROR in SWAP_RESOLVER::SWAP_STATUS_NOT_FOUND: Swap Status Resolver log message | Details: {"participant":"zurubank","identifier":"653700292"}
[2025-12-30 19:56:33] ERROR in recordSwapLedger: Database error recording initial ledger entry. | Details: {"sql_error":"SQLSTATE[42703]: Undefined column: 7 ERROR:  column \"from_participant\" of relation \"swap_ledgers\" does not exist\nLINE 2:             swap_reference, from_participant, to_participant...\n                                    ^","from":"zurubank","to":"saccussalis","amount":100,"ref":"swap_695420618ee4d0.43145225"}
[2025-12-30 19:56:33] ERROR in updateSwapLedgerStatus: Database error updating ledger status. | Details: {"error":"SQLSTATE[22P02]: Invalid text representation: 7 ERROR:  invalid input value for enum swap_status: \"failed_step1_system\"\nCONTEXT:  unnamed portal parameter $1 = '...'","ref":"swap_695420618ee4d0.43145225","status":"failed_step1_system"}
[2026-01-03 00:35:00] ERROR in SWAP_RESOLVER::SWAP_STATUS_NOT_FOUND: Swap Status Resolver log message | Details: {"participant":"zurubank","identifier":"653700292"}
[2026-01-03 00:35:00] ERROR in recordSwapLedger: Database error recording initial ledger entry. | Details: {"sql_error":"SQLSTATE[42703]: Undefined column: 7 ERROR:  column \"from_participant\" of relation \"swap_ledgers\" does not exist\nLINE 2:             swap_reference, from_participant, to_participant...\n                                    ^","from":"zurubank","to":"saccussalis","amount":100,"ref":"swap_6958562460ab01.13524378"}
[2026-01-03 00:35:00] ERROR in updateSwapLedgerStatus: Database error updating ledger status. | Details: {"error":"SQLSTATE[22P02]: Invalid text representation: 7 ERROR:  invalid input value for enum swap_status: \"failed_step1_system\"\nCONTEXT:  unnamed portal parameter $1 = '...'","ref":"swap_6958562460ab01.13524378","status":"failed_step1_system"}
[2026-01-03 00:40:47] ERROR in SWAP_RESOLVER::SWAP_STATUS_NOT_FOUND: Swap Status Resolver log message | Details: {"participant":"zurubank","identifier":"653700292"}
[2026-01-03 00:40:47] ERROR in recordSwapLedger: Database error recording initial ledger entry. | Details: {"sql_error":"SQLSTATE[42703]: Undefined column: 7 ERROR:  column \"from_participant\" of relation \"swap_ledgers\" does not exist\nLINE 2:             swap_reference, from_participant, to_participant...\n                                    ^","from":"zurubank","to":"saccussalis","amount":100,"ref":"swap_6958577f7b3432.66564180"}
[2026-01-03 00:40:47] ERROR in updateSwapLedgerStatus: Database error updating ledger status. | Details: {"error":"SQLSTATE[22P02]: Invalid text representation: 7 ERROR:  invalid input value for enum swap_status: \"failed_step1_api\"\nCONTEXT:  unnamed portal parameter $1 = '...'","ref":"swap_6958577f7b3432.66564180","status":"failed_step1_api"}
[2026-01-03 00:42:03] ERROR in SWAP_RESOLVER::SWAP_STATUS_NOT_FOUND: Swap Status Resolver log message | Details: {"participant":"zurubank","identifier":"653700292"}
[2026-01-03 00:42:03] ERROR in recordSwapLedger: Database error recording initial ledger entry. | Details: {"sql_error":"SQLSTATE[42703]: Undefined column: 7 ERROR:  column \"from_participant\" of relation \"swap_ledgers\" does not exist\nLINE 2:             swap_reference, from_participant, to_participant...\n                                    ^","from":"zurubank","to":"saccussalis","amount":100,"ref":"swap_695857cbccfe29.88937052"}
[2026-01-03 00:42:04] ERROR in updateSwapLedgerStatus: Database error updating ledger status. | Details: {"error":"SQLSTATE[22P02]: Invalid text representation: 7 ERROR:  invalid input value for enum swap_status: \"failed_step2\"\nCONTEXT:  unnamed portal parameter $1 = '...'","ref":"swap_695857cbccfe29.88937052","status":"failed_step2"}
[2026-01-03 00:42:04] ERROR in updateSwapLedgerStatus: Database error updating ledger status. | Details: {"error":"SQLSTATE[22P02]: Invalid text representation: 7 ERROR:  invalid input value for enum swap_status: \"reversed_success\"\nCONTEXT:  unnamed portal parameter $1 = '...'","ref":"swap_695857cbccfe29.88937052","status":"reversed_success"}
[2026-01-03 00:46:56] ERROR in SWAP_RESOLVER::SWAP_STATUS_NOT_FOUND: Swap Status Resolver log message | Details: {"participant":"zurubank","identifier":"653700292"}
[2026-01-03 00:46:56] ERROR in recordSwapLedger: Database error recording initial ledger entry. | Details: {"sql_error":"SQLSTATE[42703]: Undefined column: 7 ERROR:  column \"from_participant\" of relation \"swap_ledgers\" does not exist\nLINE 2:             swap_reference, from_participant, to_participant...\n                                    ^","from":"zurubank","to":"saccussalis","amount":100,"ref":"swap_695858f0732ed6.86733419"}
[2026-01-03 00:46:56] ERROR in updateSwapLedgerStatus: Database error updating ledger status. | Details: {"error":"SQLSTATE[22P02]: Invalid text representation: 7 ERROR:  invalid input value for enum swap_status: \"failed_step2\"\nCONTEXT:  unnamed portal parameter $1 = '...'","ref":"swap_695858f0732ed6.86733419","status":"failed_step2"}
[2026-01-03 00:46:56] ERROR in updateSwapLedgerStatus: Database error updating ledger status. | Details: {"error":"SQLSTATE[22P02]: Invalid text representation: 7 ERROR:  invalid input value for enum swap_status: \"reversed_success\"\nCONTEXT:  unnamed portal parameter $1 = '...'","ref":"swap_695858f0732ed6.86733419","status":"reversed_success"}
[2026-01-03 00:51:08] ERROR in SWAP_RESOLVER::SWAP_STATUS_NOT_FOUND: Swap Status Resolver log message | Details: {"participant":"zurubank","identifier":"653700292"}
[2026-01-03 00:51:08] ERROR in recordSwapLedger: Database error recording initial ledger entry. | Details: {"sql_error":"SQLSTATE[42703]: Undefined column: 7 ERROR:  column \"from_participant\" of relation \"swap_ledgers\" does not exist\nLINE 2:             swap_reference, from_participant, to_participant...\n                                    ^","from":"zurubank","to":"saccussalis","amount":100,"ref":"swap_695859ec92fe42.23514344"}
[2026-01-03 00:51:08] ERROR in updateSwapLedgerFees: Database error updating ledger fees. | Details: {"error":"SQLSTATE[42703]: Undefined column: 7 ERROR:  column \"final_amount\" of relation \"swap_ledgers\" does not exist\nLINE 1: UPDATE swap_ledgers SET final_amount=$1, swap_fee=$2, creati...\n                                ^","ref":"swap_695859ec92fe42.23514344"}
[2026-01-03 01:11:54] ERROR in SWAP_RESOLVER::SWAP_STATUS_NOT_FOUND: Swap Status Resolver log message | Details: {"participant":"saccussalis","identifier":"907310"}
[2026-01-03 01:11:54] ERROR in recordSwapLedger: Database error recording initial ledger entry. | Details: {"sql_error":"SQLSTATE[42703]: Undefined column: 7 ERROR:  column \"from_participant\" of relation \"swap_ledgers\" does not exist\nLINE 2:             swap_reference, from_participant, to_participant...\n                                    ^","from":"saccussalis","to":"zurubank","amount":100,"ref":"swap_69585eca346931.49652625"}
[2026-01-03 01:11:54] ERROR in updateSwapLedgerFees: Database error updating ledger fees. | Details: {"error":"SQLSTATE[42703]: Undefined column: 7 ERROR:  column \"final_amount\" of relation \"swap_ledgers\" does not exist\nLINE 1: UPDATE swap_ledgers SET final_amount=$1, swap_fee=$2, creati...\n                                ^","ref":"swap_69585eca346931.49652625"}
[2026-01-03 01:16:13] ERROR in SWAP_RESOLVER::SWAP_STATUS_NOT_FOUND: Swap Status Resolver log message | Details: {"participant":"saccussalis","identifier":"907310"}
[2026-01-03 01:17:48] ERROR in SWAP_RESOLVER::SWAP_STATUS_NOT_FOUND: Swap Status Resolver log message | Details: {"participant":"saccussalis","identifier":"907310"}
